Folder Temperature Condition Column Mean "Std Dev"
C3 315K/Energy "dist > 12" lig -12.808713966480441 5.201184438483071
C3 315K/Energy "dist > 12" wat -211480.1451351956 216.29476547238377
C3 315K/Energy "dist > 12" both-final -49.312537988826804 24.225701052828594
C3 315K/Energy "dist > 12" lig-wat-final 83096.37185977653 3589.5378413730873
C3 315K/Energy "dist > 12" pni-wat-final 31038.059512849188 1015.9611755286395
C3 320K/Energy "dist < 12" pni -94.51559726027398 9.408432249464848
C3 320K/Energy "dist < 12" lig -27.892793150684934 10.634063735720652
C3 320K/Energy "dist < 12" wat -210461.83857123292 229.73231812067783
C3 320K/Energy "dist < 12" both-final -71.31304931506847 15.676215436965178
C3 320K/Energy "dist < 12" lig-wat-final 83346.88510547946 3427.3811611842307
C3 320K/Energy "dist < 12" pni-wat-final 31071.35248767123 1021.0451278791768
C3 320K/Energy "dist > 12" pni -82.38481339285708 8.669738031921824
C3 320K/Energy "dist > 12" lig -12.300233035714287 4.363411569302053
C3 320K/Energy "dist > 12" wat -210398.32365000012 216.87783882297666
C3 320K/Energy "dist > 12" both-final -42.14672276785713 16.719679361086776
C3 320K/Energy "dist > 12" lig-wat-final 82729.81739732144 3836.4954087369956
C3 320K/Energy "dist > 12" pni-wat-final 30955.9156330357 963.2225033974354
C3 325K/Energy "dist < 12" pni -95.15223265306118 10.60132197301364
C3 325K/Energy "dist < 12" lig -26.699501360544225 9.586276854462797
C3 325K/Energy "dist < 12" wat -209330.70959251697 215.50394265302373
C3 325K/Energy "dist < 12" both-final -57.53598911564626 18.836375497032947
C3 325K/Energy "dist < 12" lig-wat-final 83048.87061224483 4355.199991986351
C3 325K/Energy "dist < 12" pni-wat-final 30984.791906802726 1053.9316766028753
C3 325K/Energy "dist > 12" pni -87.068102 10.530277929201947
C3 325K/Energy "dist > 12" lig -13.796127999999996 6.862202422365539
C3 325K/Energy "dist > 12" wat -209290.59128400005 202.72222304607232
C3 325K/Energy "dist > 12" both-final -46.63053600000001 17.893200723604636
C3 325K/Energy "dist > 12" lig-wat-final 83239.45835999996 3819.1860923431527
C3 325K/Energy "dist > 12" pni-wat-final 30948.092702000005 1076.0456284633058
C3 330K/Energy "dist < 12" pni -93.71437277486916 10.535271367558455
C3 330K/Energy "dist < 12" lig -28.005408900523562 10.340059260747127
C3 330K/Energy "dist < 12" wat -208211.28367277488 215.82676927329632
C3 330K/Energy "dist < 12" both-final -66.93202094240843 21.67082191748015
C3 330K/Energy "dist < 12" lig-wat-final 82284.45931204183 3844.346056459532
C3 330K/Energy "dist < 12" pni-wat-final 31007.25546439792 959.7272618379998
C3 330K/Energy "dist > 12" pni -88.28136698113204 11.255487931643637
C3 330K/Energy "dist > 12" lig -16.171997169811316 8.484143859105165
C3 330K/Energy "dist > 12" wat -208199.39345660378 234.22092874917703
C3 330K/Energy "dist > 12" both-final -55.28176698113207 22.31041676185289
C3 330K/Energy "dist > 12" lig-wat-final 82009.88416226413 3900.350239750463
C3 330K/Energy "dist > 12" pni-wat-final 30906.005754716974 1061.393785129107
C6 290K/Energy "dist < 12" pni -86.14927339055788 8.50373643873452
C6 290K/Energy "dist < 12" lig -84.24281931330462 13.412763120956573
C6 290K/Energy "dist < 12" wat -219147.93823261815 7671.87099830353
C6 290K/Energy "dist < 12" both-final -92.95453304721033 33.03153452548946
C6 290K/Energy "dist < 12" lig-wat-final 173945.48077167376 5401.630688499959
C6 290K/Energy "dist < 12" pni-wat-final 31201.17902875537 985.0756342237561
C6 290K/Energy "dist > 12" pni -83.7212921875 8.329745703702526
C6 290K/Energy "dist > 12" lig -50.210525000000004 18.673648564466625
C6 290K/Energy "dist > 12" wat -216807.21798437505 171.5072333478624
C6 290K/Energy "dist > 12" both-final -65.20079531249998 30.463247725688156
C6 290K/Energy "dist > 12" lig-wat-final 176044.11723750003 5795.288691673339
C6 290K/Energy "dist > 12" pni-wat-final 31149.95142499999 1115.483103955686
C6 295K/Energy "dist < 12" pni -83.41361379310344 6.800015511911931
C6 295K/Energy "dist < 12" lig -89.06948448275857 14.72506561824667
C6 295K/Energy "dist < 12" wat -215749.56871637932 201.56563265383394
C6 295K/Energy "dist < 12" both-final -76.13648189655171 20.017338023348007
C6 295K/Energy "dist < 12" lig-wat-final 174059.97418965522 5477.39955003761
C6 295K/Energy "dist < 12" pni-wat-final 31116.506824999986 959.6055146682335
C6 295K/Energy "dist > 12" pni -82.25024917127071 6.415984172021023
C6 295K/Energy "dist > 12" lig -42.796288950276235 15.668154543613099
C6 295K/Energy "dist > 12" wat -215749.66250276257 187.9802047776106
C6 295K/Energy "dist > 12" both-final -73.49107569060774 29.45410420421095
C6 295K/Energy "dist > 12" lig-wat-final 174442.96319889495 5317.277411881724
C6 295K/Energy "dist > 12" pni-wat-final 31150.939136464098 1021.6876685705108
C6 300K/Energy "dist < 12" pni -88.13101503759398 8.189474741652612
C6 300K/Energy "dist < 12" lig -97.43978421052627 18.2187946876123
C6 300K/Energy "dist < 12" wat -214721.9137233083 218.1125402263512
C6 300K/Energy "dist < 12" both-final -91.62644060150377 15.231853138541501
C6 300K/Energy "dist < 12" lig-wat-final 173900.0694458646 6088.886734213966
C6 300K/Energy "dist < 12" pni-wat-final 31155.19749172932 1064.8056887296632
C6 300K/Energy "dist > 12" pni -80.89193780487807 6.750888409513456
C6 300K/Energy "dist > 12" lig -43.587548170731694 13.622509204076541
C6 300K/Energy "dist > 12" wat -214637.3002432928 200.14143084151837
C6 300K/Energy "dist > 12" both-final -61.27512987804879 29.60554450393334
C6 300K/Energy "dist > 12" lig-wat-final 173134.07789451213 5609.715977712603
C6 300K/Energy "dist > 12" pni-wat-final 31062.69751402438 951.4537008467172
C6 305K/Energy "dist < 12" pni -84.56965051546395 7.579553039539774
C6 305K/Energy "dist < 12" lig -97.64667113402064 12.407507601719502
C6 305K/Energy "dist < 12" wat -213654.04307628865 193.16909569238064
C6 305K/Energy "dist < 12" both-final -99.76507371134024 24.635857679839898
C6 305K/Energy "dist < 12" lig-wat-final 175274.7370860824 5888.715853669146
C6 305K/Energy "dist < 12" pni-wat-final 31169.319267525778 996.5709236297561
C6 305K/Energy "dist > 12" pni -80.32932621359221 6.964577198996124
C6 305K/Energy "dist > 12" lig -50.99104077669901 20.622927962064868
C6 305K/Energy "dist > 12" wat -213575.73823689317 184.58799745645769
C6 305K/Energy "dist > 12" both-final -59.96074951456309 30.59634621324513
C6 305K/Energy "dist > 12" lig-wat-final 173830.363415534 5179.2398838568715
C6 305K/Energy "dist > 12" pni-wat-final 31123.93363786407 999.2986740658043
C6 310K/Energy "dist < 12" pni -85.35900115384614 7.88421386172959
C6 310K/Energy "dist < 12" lig -91.45385653846155 13.966230443703724
C6 310K/Energy "dist < 12" wat -212521.07266192322 206.89285183007723
C6 310K/Energy "dist < 12" both-final -89.01134807692307 27.557661194852965
C6 310K/Energy "dist < 12" lig-wat-final 174281.88553384622 5221.374393423281
C6 310K/Energy "dist < 12" pni-wat-final 31088.480611923085 1059.6108939047256
C6 310K/Energy "dist > 12" pni -82.38868108108106 7.584418012493988
C6 310K/Energy "dist > 12" lig -46.82783243243243 14.858503413067586
C6 310K/Energy "dist > 12" wat -212425.36399729727 206.30956760647817
C6 310K/Energy "dist > 12" both-final -55.19512702702703 29.197691367066536
C6 310K/Energy "dist > 12" lig-wat-final 172888.76469729733 4253.740524924396
C6 310K/Energy "dist > 12" pni-wat-final 31229.260410810813 1059.68224216777
C6 315K/Energy "dist < 12" pni -89.71545323383087 8.655340680516396
C6 315K/Energy "dist < 12" lig -85.8312009950249 15.954761771941282
C6 315K/Energy "dist < 12" wat -211405.74621044775 196.27047192038788
C6 315K/Energy "dist < 12" both-final -92.53562835820892 27.95489202682673
C6 315K/Energy "dist < 12" lig-wat-final 175109.17504129346 5632.0323655141865
C6 315K/Energy "dist < 12" pni-wat-final 31071.41684129352 1000.5307845830043
C6 315K/Energy "dist > 12" pni -82.26060208333334 7.720583719805253
C6 315K/Energy "dist > 12" lig -46.149187500000004 16.732725992549355
C6 315K/Energy "dist > 12" wat -211330.0586999999 207.70365569085405
C6 315K/Energy "dist > 12" both-final -66.30014166666666 32.48855108523347
C6 315K/Energy "dist > 12" lig-wat-final 174318.37695937502 5457.344100653472
C6 315K/Energy "dist > 12" pni-wat-final 31111.11208333333 1166.6379663749115
C6 320K/Energy "dist < 12" pni -83.13705786163521 7.24005309180813
C6 320K/Energy "dist < 12" lig -88.78827735849052 15.939107147460243
C6 320K/Energy "dist < 12" wat -210340.65111509428 223.84690016048958
C6 320K/Energy "dist < 12" both-final -94.9072943396226 20.829962142664616
C6 320K/Energy "dist < 12" lig-wat-final 173908.09431761017 5300.206340300863
C6 320K/Energy "dist < 12" pni-wat-final 31176.031483018865 1110.8644829850125
C6 320K/Energy "dist > 12" pni -81.10567391304346 6.77710066364326
C6 320K/Energy "dist > 12" lig -48.709939855072456 18.08689919708407
C6 320K/Energy "dist > 12" wat -210289.039684058 194.97863348933862
C6 320K/Energy "dist > 12" both-final -74.60193768115944 33.5903753889777
C6 320K/Energy "dist > 12" lig-wat-final 173416.9737492753 5579.286324045783
C6 320K/Energy "dist > 12" pni-wat-final 31056.553140579716 1100.1600939275863
C6 325K/Energy "dist < 12" pni -82.6892805555556 6.97567633391395
C6 325K/Energy "dist < 12" lig -92.42586435185189 13.835844849008662
C6 325K/Energy "dist < 12" wat -209210.94410555536 213.00183372766077
C6 325K/Energy "dist < 12" both-final -82.63339490740742 22.362087662865797
C6 325K/Energy "dist < 12" lig-wat-final 174584.71500046304 5639.230178593698
C6 325K/Energy "dist < 12" pni-wat-final 31102.2169337963 1081.8656536256092
C6 325K/Energy "dist > 12" pni -78.64324691358024 5.932365445336421
C6 325K/Energy "dist > 12" lig -42.96974444444445 16.270360300796966
C6 325K/Energy "dist > 12" wat -209230.1669506173 199.66644713354097
C6 325K/Energy "dist > 12" both-final -65.36601481481482 29.949818815704496
C6 325K/Energy "dist > 12" lig-wat-final 174481.39893580246 6626.358008672794
C6 325K/Energy "dist > 12" pni-wat-final 31051.04318024693 1005.5538031676604
C6 330K/Energy "dist < 12" pni -89.47124869109953 9.775803412652449
C6 330K/Energy "dist < 12" lig -89.30328167539265 19.166763838410468
C6 330K/Energy "dist < 12" wat -208126.21276858632 227.90429635927407
C6 330K/Energy "dist < 12" both-final -87.98694659685867 30.637445412873735
C6 330K/Energy "dist < 12" lig-wat-final 174480.79142617804 6096.747430024314
C6 330K/Energy "dist < 12" pni-wat-final 30901.102330890055 1033.8784843465978
C6 330K/Energy "dist > 12" pni -81.72983962264152 7.547242656060734
C6 330K/Energy "dist > 12" lig -53.85606226415093 20.36385049445382
C6 330K/Energy "dist > 12" wat -208125.31341132082 236.93798019703576
C6 330K/Energy "dist > 12" both-final -72.59378301886791 30.60943608916475
C6 330K/Energy "dist > 12" lig-wat-final 173453.42396037732 6061.506726819711
C6 330K/Energy "dist > 12" pni-wat-final 30927.23387547168 1097.0104314156765
